id,name,screen_name,description,lang,img_path
799985250428473345,Bernadette,BernyTx,"A Christian,  love Jesus, my family,  my country. Hard working productive member of society.  PROUD NATIVE TEXAN! Daughter of LEGAL immigrants #MAGA  No lists",en,
1265746952966361094,#RIPDNC™,bestrepublican_,"Yes, I’m a MAGA troll. I enjoy pissing off liberals ❤️ I will shitpost and spam wojaks instead of having an actual discussion with you 😊",en,
957682971086962688,Beth,bethcahillshow,"Be someone who has the courage to stand for what’s right, even if you stand alone. Salem Radio Host - download my podcast here👇",en,
1252821199907766272,BethFis,BethFis,"100% Medical Freedom & Bodily Autonomy! Masks are useless and we need America OPEN #MAGA #RedWave2020  Patriot #2A  #BACKtheBLUE
Proud of my President#45!!!",en,
1273558332,Betsy,betsy_olsavsky,"Proud American🇺🇸Conservative, Family of Vets (WWI & WWII) 🇺🇸 Wife of Vietnam Vet 🇺🇸  Back the Blue, Mom, RN, Pro-Israel, 2A 🇺🇸",en,
1273558332,Betsy,betsy_olsavsky,"Proud American🇺🇸Conservative, Family of Vets (WWI & WWII) 🇺🇸 Wife of Vietnam Vet 🇺🇸  Back the Blue, Mom, RN, Pro-Israel, 2A 🇺🇸",en,
323331530,Ernie Pitochelli,betterbenefit,Specializing in #costsavings for #SmallBusiness #voluntarybenefits http://www.pipromarketing.com/ #MAGA #AmericaFirst #Trump2020 #Bitcoin #blockchain,en,
69768385,Hollywood Resistance,BettinaViviano,Film/TV Producer/Literary Manager. Owner Accelerate Entertainment.  Hollywood Resistance Because We're Not All Lefties!  #MAGA,en,
69768385,Hollywood Resistance,BettinaViviano,Film/TV Producer/Literary Manager. Owner Accelerate Entertainment.  Hollywood Resistance Because We're Not All Lefties!  #MAGA,en,
298523602,Bettsy A,bettsya70,Make America great again!,en,
1053326702888304640,Beverly (New account. Who dis?),Bevroley,"Wife. Woman. She. Her. Hers.
 #maga #ilovefloridalife  #GirlsJustWantToHaveFunAndBeFit 
I am me. If you don't like it, move along.",en,
263273177,Brian Farley 🇺🇸,BFar0320,“May I burn in Hell if I betray my friends in The Family”,en,
1963785919,Biehlkm,biehlkm1,Twitterverse is crazy,en,
705577366253236224,Stop CHEATING Trump out of the Win,bigbabygravycab,Christian. Contrarian. Complimentarion. Complainant. Concierge. Cultural Ombudsmen. Cabbie. Contender. Black TRUMP voter. NASA is fake. Instincts are real.,en,
305904374,Stu DiMeglio,bigbluestu42,"Fan of the Giants, Yankees, Rangers, and Knicks",en,
1062697671268409344,Kristy Fra,BigBrofannnn,Cooking is my passion. Cooking to please the ones I l♡ve! Povitica is my favorite bread to make!,en,
860996986006364162,Eric C.,bige2tcb,Whoever would overthrow the liberty of a nation must begin by subduing the freeness of speech.,en,
1170429567980527616,TheBigGrabowski_In_5D,BigGrabowski5D,🇺🇸 Father • Patriot • Digital Warrior • Truth Speaker 🇺🇸 I FOLLOW BACK ALL PATRIOTS. 🗡🛡Longing to hear the words: “Well done thou good & faithful servant”,en,
938230837476233216,ToxicMale Clarence Carter,bigHinkleslim,I would rather die on my feet than live on my knees.,en,
46512949,KEITH ROSSKOPF,BIGKROCK08,"Die Hard Vikings, Knicks, and Islanders fan",en,
821185208024236032,Bigly Bunny,bigleaguebunny,Pancake bunny auto-retweeting @realDonaldTrump + ◊@POTUS — following Trump so you don't have to. Is it better hearing it from a bunny? No. Is it worse? No.,en,
194075021,Scott Thompson,BigLeagueScott,"Christian, Conservative, father of 4 beautiful & wonderful kids, USAF Vet, SB owner, & too many interests to list.",en,
565673259,Greg  Ledford,bigledmachine,Make America Great Again ! Drain The Swamp !!Trump2020. #AmericaFirst,en,
2434045662,2021 A New World Begins...,BigTimeToro,"Great American blessed to be a natural born United States Citizen.  Added bonus, son of the great state of TEXAS!",en,
924519457,All of Us United,bikes_r_fun,‘It’s the lies that undo us...’,en,
636933399,trishalicious🟠🔸🟠,bikinimowing,the mom of the most greatest of danes on earth,en,
2186802668,Bill Schult,bill_schult,publisher of http://CatholicInDepth.org,en,
352646297,FreeThinker,Billc1984,#ProLife #Pro2A,en,
1177215114,Real Bill K,BillgometsBill,Husband Dad Big Sports fan Mets Cowboys Nets Penn St. Football DePaul Hoop Doesn’t mix politics with Sports #DrainTheSwamp.,en,
6165492,BILL HAFT,BILLHAFT,Radio Talk Show Host,en,
36577601,Bill Paul,billpaul17,"#SavedbyGod Jn 3:17, #FreedomFighter 2Cor 3:17, #TruthWarrior Eph 5:11, #TruthSeeker Jn 8:32  #LeadRight  #MAGA
Staff Volunteer @AMAction",en,
2273680110,Bill Weinberg,Billydub420,"Journalist, blogger, ranter, raconteur. Pragmatic anti-dogmatic anarchist. Obsessive copy-editor. Support my podcast on Patreon. https://t.co/M4LhCfW4u2",en,
111697515,BillyFletch,BillyFletch,"American Pit Bull Terrier father/ambassador/activist,pats,tats,new media,profitable business, harleys,lifting,freedom,stocks",en,
467836717,BingoTheGringo,BingoThaGringo,"Lifelong student of #science, #climatology grad, #astrophysics nut, outdoorsman, thrill-seeker, moto/car enthusiast #Atheist #ProChoice",en,
789834700172828673,Robin 🐸🐈🐕🐇🙉🙈🙊,birdygirl75,"I'm a wife, mother, and Noni living life to the fullest. Replies with words, gifs, and emojis in no particular order",en,
1254464291312287745,Biter_Steve,Biter_Steve,"“There can be no neutrals in this war, only patriots and traitors.” #WeThePeople",en,
453562127,Barb Casciani,BjCjoey,Carnegie Mellon University alumni; Retired Chemical Engineer; Proud Republican; Animal lover.,en,
226502720,BlackKnight,BKNJR7,It's always been a lie.,en,
40492707,Blue Knight 4,bl2sphere,"IT pro 🇺🇸Constitution, Liberty and America 1st 🇺🇸#MAGA 🇺🇸 #Trump 🇺🇸 #TruthWarrior 🇺🇸#Navy #VET #StarWars #RedWave #Vote2020 #MUFON",en,
535662532,cyndie black,BlackCyndie,"Proud American, Christian,Wife,Mother,Grandmother known as Meme          Deplorable #MAGA",en,
16654326,BlackHeartNY,BlackHeartNY,INCOGN17O 2323712371,en,
755227997557313536,Real Black News🍑🧐,BlackNews4Real,"Unbiased news despite the media censorship!  #Omnivore #YBLS
 #BlackHistoryMonth #Blexit heading towards #BlackSuccess #BlackTwitter #WalkAway #BlackPower #Woke",en,
21621661,1776-2021,BlairAllen,Justice will not be served until those who are unaffected are as outraged as those who are.  Benjamin Franklin,en,
76654973,BlameItOnBrenda,blameitonbrenda,Proud native Texan! #MAGA  #TrumpLandslide,en,
1023960086945968129,blang07,blang071,Style NFL DIY & Home Parenting Lifestyle Personalities MLB Humor Industry News Fashion & Beauty,en,
2183233649,Nina Ledkovsky,blinachka,"Registered Nurse (NYS corrections) Horse racing!! Horses, horses & more horses! Love them. Especially thoroughbreds! Did I mention horses? 🏇🏾❤🦄🖤❤️🖤💙🖤",en,
1172488512547020800,BlindingFlash,BlindingFlash2,"A force for sanity, providing a flash of insight here and there! #KAG #TRUMP2020 #SCIENCE #NUCLEAR #AEROSPACE #2A #NRA #USA",en,
101114553,A Name in AmERICA (Parler @eholbrook09),blingstrings,Conservative mom for school choice! TRUTH IS NOT A LEFT WING VALUE! Good people need to FIGHT BACK!,en,
4289404998,Brady,blkfiredrag,"IT Manager - Server/Networking Admin. Conservative, we all bleed red-white-and-blue =)",en,
1239351907816275969,BlockOfWood🧢🏝,BlockofLumber,Chasing Altcoin Pumps and Stacking #Bitcoin since 2017   Follow me on my Journey to Freedom,en,
967850890576179201,Michele Blood,BloodBrief,"Freelance writer.
Words in @amconmag, @FDRLST, @TownhallCom, @realDailyWire, @DailyCaller, @LifeZette
Libertarian-ish | Civilly Disobedient |Panpartisan gadfly",en,
1055998140317343749,KingsKid,blpickett2,"Wife, Mother, Proud American, Child of the King #Trump2020",en,
21044127,Howard Notelling,BluegrassPundit,Conservative blogger from Kentucky. Bluegrass Pundit blog. #TCOT #MAGA Retweet is not endorsement.,en,
163269552,🌜bluemoonrambler🌛,bluemoonrambler,"If you're going through Hell Keep on going, don't slow down If you're scared, don't show it You might get out Before the devil even knows you're there.",en,
1251612903565717505,MyPillow groupie,BlueSkyftr,"#Patroit Lion
Obsession MyPillow collection  
#MyPillowgroupie",en,
1148688546129219586,Misty,blueyedlvrgirl,"Mom, wife, sister, daughter, liberty loving American, and Trump supporter. I love my President and my country! #MAGA  @blueyedlvrgirl on Parler",en,
1046139314982117376,pappy 🇺🇸,BLUNDERINGFOOLZ,Patriot | Husband | Father ——————— Living life to it’s fullest!,en,
410544656,Blynn,BlynnRT,Conformity is the jailer of freedom and the enemy of growth ~JFK. 🇺🇸 #MAGA #KAG,en,
583211607,FakeBidenBehindALatexMask,bmac_4Trump,"Jesus is my Lord and Savior, and my first teacher. I know the truth will always be shown. #AlwaysDoTheRightThing #ProLife",en,
20423163,Bill Porter,BMack764,"I Follow Pro Football. I use Twitter to convey, useful information. Twitter is a powerful tool. Warning: Voracious readers only! Voluminous tweets! 🏈🎸✈️💻",en,
19422460,❌Brenda Morris❌ PROUD MAGA #RED WAVE RESISTANCE,bmorris16,#MAGA #Americans are dreamers too #ScottBaiosArmy. #BOYCOTTLIBERALBULLSHIT. blocked by fat Rosie O’Donnell and patty arquette . blocked by hillary pix,en,
42620847,Brandon Murray,BMurray1376,"football playin, NASCAR lovin, Crimson Tide watchin country boy...love a good country song",en,
462590875,Bo,bo_ecker,blessed to have family .Farmer. imperfect Believer in Christ. 🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸🇺🇸Davell Gardner jr’s & Bernell Tremmell’s life mattered,en,
29763145,Ralph Ward,Boardroominside,"Editor of Boardroom INSIDER, business writer, speaker, leader of Boardroom Masterclass seminars, author of ""Board Seeker"" & 5 more books, traveler, curmudgeon.",en,
16511208,Eye Miss Rush Limbaugh,bobdirects,Hard working regular guy,en,
626847832,Bo Biteman,bobiteman,Wyoming State Senator. True Conservative.,en,
1113257406140702721,BobLo 🇺🇸,BobLo33,"Be strong and courageous. Do not be afraid; do not be discouraged, for the Lord your God will be with you wherever you go. Joshua 1:9",en,
3138245303,Alexander D.,bobobiettore,HL.·. 83' Grand Lodge | Winemaker | psir | Mises Instute | Austrian School | Texas irfanı | boxeur | usta,en,
940095038855397378,BobRaf,BobRaf4,guy in Florida,en,
98621885,Bob the Berean,BobtheBerean,Follower of Jesus Christ. http://ow.ly/ti6dj 7th day Sabbath keeper. http://ow.ly/pWsWO Searching the scriptures daily. http://ow.ly/ti6iH ﻦ,en,
273615244,BoilerPhin,BoilerPhin,"Lifelong and forever loyal Boilermaker, Dolphins fan, Patriot and American citizen.",en,
983443560249741312,🧘‍♀️🙏🏼Beautiful✨Soul 🙏🏼🧘‍♀️,Bonita_801,Stop 🛑 Playing Their Games... $BeautifulBella11,en,
762252876,Bonk,BonkPolitics,"Democrats' greatest trick is convincing millions of morons the GOP is guilty of shit they, themselves are doing.





If you 'reply and block' you are a coward",en,
1395158480,Bonnie Johnson,BonnieSalm,"What we do in life echoes in eternity.
she/her",en,
726792847,Rise above!,Bookwithbecky,#Walkedaway in 2014 when the Dems left me! Don’t troll me I bite back!,en,
45150815,Joseph Crook,BoomerJoeOU1,"God, Family and Sooner football! Looking for #8 nat ship.",en,
1245136792631853057,Boomerwench,boomerwench,Constitutional conservative tired of the attempts by leftists to destroy our country. #FightBack #resist #NotMyPresident #StoptheSocialists,en,
768666112795959296,Mario,boosteau,ABTY 🦅,en,
94272424,Bo P,BOPGA08,"Out here working. bopga08@gmail.com

Satellite Estates Music 

#selfmade",en,
1192094954480373760,HOLD THE LINE,borderactionnow,"⭐️⭐️MAGA⭐️⭐️ 🇺🇸 Secure Our Borders ✝️ Conservative Faith Action Group 💯 President Trump 🤔 For Common Sense, Against Nonsense 🙏 IN GOD ALONE WE TRUST",en,
2742200355,Conservative49erFan,born4building1,Constitutional Conservative.  They stopped the count to rig the election.  We also saw it happen.  Its time to stand and fight. #Trump2020 and #Trump2024,en,
282834921,Lisa,Boston119,All opinions and thoughts are my own.,en,
214049965,Brad & Britt Cast,BradandBritt,"Spotify:http://spoti.fi/2VguZ0i iTunes: http://bitly.com/1uxWdMg iHeart: http://ihr.fm/2tjMuMb Amazon store: http://Shop.BradandBritt.com 
http://paypal.me/Brad",en,
20793457,Brad Flook and Rosamaria,BradFlook,"Brad Flook, Revivalist, Author, Husband, and Dad. Preaching the word in demonstration and power! http://www.paypal.me/bradflook text “give” 407-410-3134",en,
986518312325697536,Brad Rush 🇺🇲,bradrushcpa,"CPA with an opinion, my own. Catholic. Patriot. Tired of so much government.",en,
1224887539,Ben,branchman68,Reformed Christian. Husband. Dad. Conservative. Digital asset speculator. 🇺🇸,en,
974797257987051520,Brandi🇺🇲,BrandiMarie8707,"Mom. Proud American🇺🇸. MAGA.
Psalm 23:4✝️",en,
179621873,Brandon Weaver,Brandon6918,"Proud Single Conservative Patriot With Two Teenagers, I Love God, I Love My Guns, I’m An Avid Hunter And Fisherman, Love All Sports, Dog Lover, NRA Member #MAGA",en,
230281354,Branimal,BranimalDrums,Musician/Drummer.,en,
282625514,Southern Mama,Brazzie5,"Southern wife and mama, old enough to know I'm not gonna put up anyone's crap, anymore. (gab @brazzie5)",en,
550410660,Deplorable Breeze,BreezeBebe,"Bisten Litches #NeverGiveUp ~ The Comeback Is Always Stronger Than Thee Setback! Timing Is Everything, Sloppy Acceleration vs. Military Precision - We Got This!",en,
1048406090092670977,BrendaBGodwins,Brenda74021975,I Love Trump,en,
1001254470800424960,Bre * Bring On Justice #TrumpWon,BrendaA24168120,"""Here to Support ""The #MAGA movement.""  
DJT = #BestPresidentEver & #JoeBidenIsAFraud.
'PRO-LIFE'  #DrainTheSwamp  #BackTheBlue 
On GAB: BreBringJustice",en,
1001254470800424960,Bre * Bring On Justice #TrumpWon,BrendaA24168120,"""Here to Support ""The #MAGA movement.""  
DJT = #BestPresidentEver & #JoeBidenIsAFraud.
'PRO-LIFE'  #DrainTheSwamp  #BackTheBlue 
On GAB: BreBringJustice",en,
1245069176345178114,Brenda Adkins,BrendaA50866495,Big Wine Snob & Seed Planter My YouTube Channel http://www.youtube.com/c/SeedPlanter,en,
56121320,Ancora Imparo,BrendaDoolin,"Professional Watcher, 
Passionatety Curious. 

GAB and Parler: @BrendaRenee",en,
842073985202442240,Brenda Jesky,BrendaJesky,"""Trump IS my President""",en,
153283018,woman,brendanoe60,Love,en,
1167573151712186368,Cache Money 👨🏻‍💻,brendelphius_,Developer and Degenerate ... http://github.com/VonStein7,en,
18840206,Brent,BrentAtwood84,#JobsNotMobs,en,
353236400,Brent Dyer,BrentDyer,23 ♉️ Nationalist. No More Wars.,en,
914381868694466560,Brenwood Parrish,BrenwoodParrish,"Love the Lord, America and Home!",en,
89491245,Bret Jensen,bret_jensen,"Founder @biotech_forum.  Get 50% off (regularly $99, yours for $49) from our friends at The Dividend Hunter for your 1st year by clicking https://bit.ly/3rGwYro",en,
1253011800,Brett Y.,brett_yokum,America first 🇺🇸,en,
2771678740,BrewCitriot,BrewCitriot,$RAMP $MXX $UTU,en,
4836706416,JDB 🥃,BREWcorpSoCal,"Christian, father, son, brother and Trojan...ENFJ ""Sometimes the only way is through.""",en,
520411638,Bruce,brewtoyoutoo,"Faith, Family, Freedom, and French-pressed small batch Guji roast. Independent.",en,
617554173,Brian Boru 🇺🇸,Brian_Boroimhe,🇺🇸 Lt. Col. US #ArmyRetired #Redleg #TheConstitution #2A #NRAGoldenEagle #Alabama 🚀#BehindIronSocialMediaCurtain  Parler: @BrianBoru,en,
865376410864570368,Briana O. The Crusader 🇺🇸✝️📜,BrianaOsborn13,Proud follower of Christ and Constitutional conservative activist! follow me for great political opinion&news. Homeschooled with posts from science-White House!,en,
19028707,Brian Daley,BrianDaley,"Strong Deutan | Dad & Husband | 25 years experience in AI, machine learning, block chain, VR, IOT, big data, quantum computing, micro services, and buzzwords",en,
461506323,Texas Kraken Released,BrianDAnderson1,Constitutionalist. #MAGA2020,en,
2196758628,Brian Decker,brianddecker,"Husband, father, guitar player, audio engineer",en,
5514802,Brian Griffiths,BrianGriffiths,#Catholic; @MbernadetteE's hub; Dad2x; @capgaznews column; @TheDuckpin CEO. @OldLineWiffle Commish; @FCPSen Part Owner. #MDPolitics #ProLife; RT Not Endorsement,en,
14312506,BMAC,brianmacdon1,Man of God. Loving husband. Entrepreneur. Human Optimization Researcher🥋 Founder of:http://lovesurf.com http://fitbunny.co...,en,
2707645759,Brian NJ,BrianNJ1989,"Sincere Conservative, former radio operations coordinator for @glennbeck and @theblaze, big Yankees/Mets fan",en,
816823935316725760,Brian McIntyre,brianpmc1,"Pro God, Pro Life, Pro Gun.....American",en,
1139029234163245056,Brick Suit,Brick_Suit,AMERICA FIRST - Supporter of border barriers to reduce drug smuggling and human trafficking. Instagram: BrickSuit,en,
29475311,Brittany,Britsabby,Love doesn't make the world go round; it makes the ride worthwhile.,en,
1476092084,Britt,Britt_Blu,Wouldn’t you like to know? 😉,en,
1265431649329664000,Joel Brizzée,BrizzeeJoel,I worship Jesus. I love dudes. I like Trump. America is amazing. Log Cabin Republican/Contemptible Gay. ✝️🇺🇸🐘🌈💥 (no/nah/nope),en,
938227747,charlotte brown,brn_ann,Hello! I’m a mom/wife🇺🇸 I love God & my Country! 🇺🇸 I’m a patriot! 🇺🇸 I love my 1st & 2nd Amendments 🇺🇸 #MAGA 🇺🇸 #Trump2020 🇺🇸 #KAG 🇺🇸,en,
192725624,Brock Martin,brockemartin,Constitutionalist to the core. Warrior of the truth. Enemy to all simps. Catalyst to the new roaring 20’s.,en,
989162753133858816,Brooke PATRIOTS VS EVERYONE,brooke_schroder,http://stopthesteal.us Find me on Parler @freedomfighter1111,en,
1010147876578656256,New Renaissance with Rick,browntown1776,"Born in Colombia. I am proud to be an American and will defend the constitution against all enemies foreign, and domestic.
youtube: New Renaissance with Rick",en,
421152181,Tim McGuire,Browntruck1980,"Luv Jesus, Mindy, Mom, Dad, Ava & Sam. Retired from UPS Formerly The Voice of @BGSracing for 17 Years The Madhouse. Panthers PSL Owner/Canes STM Go Wolfpack",en,
500276896,Bruce Ayers,bruce_ayers,eat...sleep...fish....and ride Harley's. retired. Trump/Pence 2020. MAGA! KAG!,en,
836571402325078018,Bruce Ellerstein,BruceEllerstein,"X-platform media sales, strat & brand dev consultant. Prolific writer of letters to the editor.",en,
2566096568,Bruce Novozinsky,BruceNovozinsky,"OG Shoe Dog since trading my PF Flyers for Puma Clydes. Then I discovered the daughter of Pallas and Styx & sister of Kratos, Bia & Zelus; her name...Nike.",en,
445719650,rlee🇺🇸🎃,brunito06,"proud American , proud legal immigrant, God fearing and God loving, Constitution Strong, independent thinker, believer that all lives matter 🇺🇸",en,
1633853574,Bryan E. Leib,Bryan_E_Leib,"Political Director, @Newsmax Insider, Former 2018 Republican Congressional Candidate, Forever a Proud Jew from Philadelphia.",en,
47804650,Bryan from TX,Bryan1949,"Husband, father, retired engineer, rancher, and animal lover. #MAGA #KAG, #KAG2020, #1A #2A #NRA #GIGEM #YOGA IFBAP 🚫 DM",en,
39866930,Bryan,BryanMills21,parler = @BryanMills21 http://gab.com/bryanmills21 http://instagram.com/bryanmills21/ God Bless!,en,
973508108440907777,Bryan Sandlin,BryanSandlin4,#KAG,en,
562124338,MW1,Bstn14Trp,Independent Thinker • Independent Voter,en,
16834614,Parler: BTownBoiler | #TRUMP2024,BTownBoiler,"Purdue fan living in enemy territory. Proud Deplorable Conservative American Metalhead, NRA member and Equal Opportunity Offender. Parler & Gab: @BTownBoiler",en,
827713107854245889,Ana Scott🇺🇸,bucharest98,"American first.  Cherish and love American freedom, self-made, family first, traditionalist.",en,
28386110,Gabby,buck1eye,"Catholic and supporter of my faith. Proud wife (USAF, Ret.), mother and mamaw. Queen City native and proud of it. West side is the best side. MAGA. KAG",en,
61621659,BuddBomb,BuddBomb,Money follows me. https://www.haasonline.com/?ref=13596,en,
250778554,Buddy Hardin,buddyhardin,"Married to Barbara J. Hall. 7 children. Owner of MMCS,Inc. (private probation services). Formula 1 Fanatic. Political HACK. BYU!",en,
2567949599,Kenny Farren - www.buildsellgrow.com,build_sell_grow,"At Kenny Farren, we pride ourselves on first building trust. We sell guarantees, in the form of what matters to growing relationships within the community. ",en,
26592941,Don 🇺🇸⚾️☘️🌴🌲,Builder26,"dad, husband,homebuilder,foodie, dog person, 2_A",en,
2339809627,fādvilən🇭🇹🇧🇸,Built_by_Saints,I'm nobody,en,
927926919596830720,NewHavenHomeGirl,BulldogNewHaven,"intoxicated people, children and leggings always tell the truth.",en,
1560813024,I Am BULLISTIK® 🇺🇲,Bullistik,"LOYAL TO A FAULT in this order: moi,  my husband, who/what I consider family and/or friends, USA, TEXAS,  Conservatism. #MAGA #KAG #Trump 'Til Death Do Us Part'",en,
1560813024,I Am BULLISTIK® 🇺🇲,Bullistik,"LOYAL TO A FAULT in this order: moi,  my husband, who/what I consider family and/or friends, USA, TEXAS,  Conservatism. #MAGA #KAG #Trump 'Til Death Do Us Part'",en,
160230699,Glen Goodrum,bullslapper,"Studying health, aging & diabetes are some of my hobbies that I want to share with you in the ebooks I have published.",en,
32276984,✨Bulma 🍷🇺🇸✨,Bulma__Brief,Buckle up https://gab.com/Bulma,en,
16018878,꧁ We n d ψ ꧂ 🥀🌷🌹,BunnyTN,Adopted by 3 🐈 in 2019. 💞Good MoJo: 🧟‍♀️🏍🦠📚🧶🧵 #Cult45 #TrueCrime🕵🏻‍♀️🇺🇸❌#FollowTheWhiteRabbit🕳🐇,en,
954399180209913856,Burt Fister,BurtFister,Proud Conservative deep in Liberal territory | Not at all PC | #1A Free Speech | #2A ΜOΛΩΝ ΛΑΒΕ | Proud of my country and not ashamed to be American,en,
722925619042865154,Sabina Foreman,BusyBeena,"Las Vegas, NV love my family ❤ my son and husband are my life!",en,
16321148,John,BWCAJohn,Canoe. Kayak. Boundary Waters. Camping. Music. Paddling.,en,
132743629,KByrd,ByrdsEye66,"Love Is A Mystery to me, Life Is A Mystery to me, I Wake Up Each Day, Mystified at the Mystery of my Life. ~ KByrd ~",en,
490887500,Connor Knight,C_Knight_2332,Christ Follower // NSU 21 // Morgan♥️,en,
185906955,Johanna,C0nservativeGal,"SAY MY PRESIDENT’S NAME 😘 Conservative~To The Right Of Rush and To The Left Of God~Jesus Is My Savior, Do You Know Him? No DMs #MAGA Parler:C0nservativeGal",en,
1142970203783008256,Gregcee31,cabella_greg,Philadelphia Eagles 💚🏈 | San Jose Sharks 💙⚫🏒 | Florida Gators Football 🏉 | Philadelphia Phillies 🔴⚪⚾️ | Brooklyn Nets ⚫⚪🏀 |,en,
25685281,California College Republicans,cacollegegop,Official youth wing @CAGOP | @GOP | 20+ chapters | Founded 8/29/63 | 🟢Featured in @buzzfeednews @latimes @time @washingtonpost @dcexaminer | #Trump2024 #MAGA,en,
2866075717,Offically left the Rep Party 1/7/21,caddie92,will be leaving Twitter the day Biden is sworn in or sooner the day Trump is on Parler.,en,
702960756405493760,Christopher Freeman,CaddieMan1974,"http://Parler.com
Caddieman1974",en,
31409241,Dr. CaesarGirl,CaesarGirl392,"Wife, No longer a Republican, #MAGA, #BackTheBlueForever, #Freedom, #TrumpForever, #HunterForPrison",en,
702033150176841729,John,CaesarXIV,Just another patriot fighting for freedom and election integrity.,en,
303331273,CAGirlyQ,CAGIRLYQ,"I believe in freedom, love, truth, and critical thinking. EST. 1978",en,
54694066,Brenda 🇺🇸,Caiophora,"Mother, wife, skier, cyclist, Constitutional Libertarian.",en,
16272976,calfit32 (same @parler),calfit32,#NEVERBIDEN Green Corruption Files 👇🏼 followed by @michellemalkin @RealJamesWoods @cvpayne @AACONS @nypost /Jesus Saves 🙏🏽 USA🇺🇸 Bodybuilder Gladiators 90,en,
1205708677933453312,╰⊰✿♔♛Aimee♔♛✿⊱╮,CalifNewsworthy,"USPressCorp*IFPO*CA Info Officer & Staff Svcs Analyst*CSUN,AIFS Kensington,Imperial College Alum*FormerFOXABCNBCNews*Pro GI&1st Respdr*=4All*T2D*CANative🇺🇸♔♛",en,
1559703943,Susan Dietz 🇺🇸🦅🦁,Calim1701,🦁MAGA2020🇺🇸Trump2020🇺🇸Patriot💯🇺🇸BACKTHEBLUE 💙 /  🖖Trekker,en,
125180516,Cali Red-Pill,CaliRedPill_,"Proud #American, proud and loving father, international traveler, #NRA, #2A",en,
4449592332,Vincent Salvatore,CallMeVincenzoS,Forget tiger blood. Its all about that Dragon Energy.,en,
26063708,Just Another Dog,calvin1272,"UF’95 Go Gators 🐊🐊, Dad, husband, dog lover",en,
184270826,Madison,Camelot1963,"Naturalized Cuban AMERICAN 
Conservative mom & wife.  ❤️TRUMP !  
#MAGA

He that is good at making excuses is seldom good for anything else. --
Ben Franklin",en,
882445868749737984,Jaz,camixgirl_,@lanaratera♡,en,
248048605,Cameron Kelly 🇺🇸,camrkelly,"Wife, Mother, Don't Tread On Me, Christian, No DM please.",en,
121291327,Ty & Charlene Bollinger,CancerTruthNews,"Ty & Charlene are Christians, parents, health freedom advocates, & film makers working to save the world one film at a time. #TTAC #TTAV #MAGA",en,
1311223778,Candice Dodge,candicedodge,"Owner/Broker San Diego Real Estate Associates DRE#01261282 Realtor, Senior Real Estate Specialist, Optimist Club, Big Sister, Lamp of Learning, Author.",en,
259705615,Candice Vega (Parler: @Firecrackercan2),candicevega,Restore the constitution! Restore liberty!! #VoteRed #DrainTheSwamp,en,
15516536,CanineC,CanineCt,"Proud American Woman. Had to change name/pic due to threats from 'tolerant' liberals. I follow all Patriots. 
Trump will always be my President.",en,
564012190,Vic Vega,CapitalisticPig,"Defender of freedom-Employer, husband & dad to 3 girls-Psalm 23:4-Live Free or Die- Molon Labe - On GAB as @CapitalistPig2",en,
838202276166647808,BACin412,CApitt02,"Conservative Wife, Mother & Business Professional. Pro-Life, MAGA 🇺🇸, Blue Lives Matter.  My Preferred Pronouns are AMERICAN & PATRIOT! #BuildTheWall",en,
1166436288,CaptSchark,CaptSchark,Proud American Patriot who loves his country. #1A #2A #CARNIVORE #GAMECOCKS,en,
23114105,Carl,carl731,"Business Owner, IT Guy,",en,
2711780581,Carla Coon,CarlaCoonAuthor,"Author, editor, non-Profit Coordinator, Wife, Mom of 8, Nana of 11, Master of none. Please DO NOT Message me on Twitter.",en,
893521010267443201,Carlos Reyes,CarlosJReyesFL,"Husband, father, grandfather, patriot.",en,
776582804159262720,Carol Ann,CarolAn89887859,"Common sense conservative, 🇺🇸#Freedom 🌟No DM🌟Twitter is censoring Trump supporters.",en,
2229229510,Carol Dillon,carolgdillon,"Thankful for God's grace; daughter, wife & mom of Army Vets; Conservative, outdoor enthusiast, rarely cooks edible food! #KAG! on parler, too",en,
525641456,Carol★Hello,CarolHello1,.•°★Constitution★°•. #Military #RonaldReagan #ClarenceThomas #AntoninScalia #SeanHannity #TeaParty #AndrewBreitbart Cheerful★Blessings,en,
894012093434810368,Carolina Dave,CarolinaDave94,Carolina is a great place to be!!! Love the mountains in the West and beach in the East! #MAGA 🇺🇸 Trump 2020 #KAG,en,
4831989513,CarolinaGuy 🇺🇸,CarolinaGuyYall,"To God Be All Glory.

PRO #FREEDOM

PRO #USA

PRO #MAGA

PRO #TRUMP

PRO #TRUMP2024",en,
775366566338662400,CarolinaPixel,carolinapixel,"I am a Christian, wife, mom, yaya, artist, designer, photographer, conservative, patriot, entrepreneur, idea genie, and all around queen of comfort",en,
1401281562,"Sistah Gwen, Citizen",CarolinaSistah,"Christ✝ follower. Diversity Exec surviver. Conservative by faith -not party. 🚫DMs/Lists/Trains
#HBCU #NC11 #TrumpWon. Please follow my other acct @ncsistah.",en,
2248490589,carolington,carolington,Conservative and unapologetic capitalist. Living in the DC area for many years gives me superpowers to see through BS. America is finally catching on.,en,
